Match-Up,Minute,Player,Squad,xG,Distance,Body Part,Player.1,Event,input_dir,crop_dir,output_dir,dist,angle,player_dist,ball
"Aston Villa vs. Brighton & Hove Albion Match Report – Saturday October 19, 2019",90+4,Matt Targett,Aston Villa,0.05,11.0,Left Foot,Jack Grealish,Pass (Live),./image/train/145.png,./inference/cropped/train/145_match_cropped.png,./inference/output/train/145_match_mapped.png,531.1355759125913,88.70540048183544,[     270.66      587.44       314.4      586.08      387.72      458.48      390.94       314.7       78.39      366.72      366.64      49.396      436.08      309.25      459.31],"[531, 12]"
"Leicester City vs. Burnley Match Report – Saturday October 19, 2019",26,Chris Wood,Burnley,0.08,9.0,Head,Dwight McNeil,Pass (Live),./image/train/146.png,./inference/cropped/train/146_match_cropped.png,./inference/output/train/146_match_mapped.png,1991.4642853940413,79.96535394671103,[     652.22      624.37      453.62      834.34       775.9      760.84      355.18      270.04      319.68      542.52],"[1961, -347]"
"Leicester City vs. Burnley Match Report – Saturday October 19, 2019",45,Jamie Vardy,Leicester City,0.1,8.0,Head,Harvey Barnes,Pass (Live),./image/train/147.png,./inference/cropped/train/147_match_cropped.png,./inference/output/train/147_match_mapped.png,361.1592446553182,-17.732583908039416,[     686.86      562.35      761.07      477.14       842.7      265.51      316.89      290.33      366.77      314.53],"[-110, -344]"
"Leicester City vs. Burnley Match Report – Saturday October 19, 2019",74,Youri Tielemans,Leicester City,0.1,11.0,Right Foot,Demarai Gray,Pass (Live),./image/train/148.png,./inference/cropped/train/148_match_cropped.png,./inference/output/train/148_match_mapped.png,1703.8324448137498,87.3424675811102,[     404.14       312.7      262.08      356.03      307.06      252.87      209.95      101.86      103.37      272.36      43.966      52.154      78.102      181.25      18.868],"[1702, -79]"
"Tottenham Hotspur vs. Watford Match Report – Saturday October 19, 2019",6,Abdoulaye Doucouré,Watford,0.24,13.0,Right Foot,Daryl Janmaat,Pass (Live),./image/train/149.png,./inference/cropped/train/149_match_cropped.png,./inference/output/train/149_match_mapped.png,1496.3813016741422,81.77784326406292,[     232.72      66.528      219.24      220.84      408.37      320.63      75.472      277.46      359.68],"[1481, 214]"
"Tottenham Hotspur vs. Watford Match Report – Saturday October 19, 2019",86,Dele Alli,Tottenham,0.54,4.0,Left Foot,Érik Lamela,Pass (Live),./image/train/150.png,./inference/cropped/train/150_match_cropped.png,./inference/output/train/150_match_mapped.png,1499.933665199898,75.32448668472237,[     331.37      106.78      152.88      232.11      381.33      404.97],"[1451, 380]"
"Chelsea vs. Newcastle United Match Report – Saturday October 19, 2019",73.0,Marcos Alonso,Chelsea,0.07,14.0,Left Foot,Callum Hudson-Odoi,Pass (Live),./image/train/151.png,./inference/cropped/train/151_match_cropped.png,./inference/output/train/151_match_mapped.png,1744.073392951111,89.47436539354231,[     175.39      390.67      205.77      322.47       145.5      158.53      126.53      61.555      92.914      191.05      56.143      259.99      51.352      184.27      215.82],"[1744, -16]"
"Crystal Palace vs. Manchester City Match Report – Saturday October 19, 2019",39.0,Gabriel Jesus,Manchester City,0.29,9.0,Head,Bernardo Silva,Pass (Live),./image/train/152.png,./inference/cropped/train/152_match_cropped.png,./inference/output/train/152_match_mapped.png,119.20570456148481,-49.76364169072618,[     332.08      698.96      594.18      245.25       607.9      497.99      241.93      214.11      459.43      341.12      222.62      363.75       209.8      336.81],"[-91, -77]"
"Crystal Palace vs. Manchester City Match Report – Saturday October 19, 2019",41.0,David Silva,Manchester City,0.56,8.0,Left Foot,Raheem Sterling,Pass (Live),./image/train/153.png,./inference/cropped/train/153_match_cropped.png,./inference/output/train/153_match_mapped.png,40.26164427839479,-14.381394591090604,[      467.2      176.21      428.16      303.53      312.58      283.89      252.96      210.38      392.63      209.69      273.86      226.38      107.49],"[-10, -39]"
"Manchester United vs. Liverpool Match Report – Sunday October 20, 2019",36,Marcus Rashford,Manchester Utd,0.51,9.0,Right Foot,Daniel James,Pass (Live),./image/train/154.png,./inference/cropped/train/154_match_cropped.png,./inference/output/train/154_match_mapped.png,1803.148635027074,87.20265309754073,[     371.38      172.93      295.67      405.79      165.08       249.9      83.815      12.369      496.47],"[1801, 88]"
"Manchester United vs. Liverpool Match Report – Sunday October 20, 2019",85,Adam Lallana,Liverpool,0.51,5.0,Right Foot,Andrew Robertson,Pass (Live),./image/train/155.png,./inference/cropped/train/155_match_cropped.png,./inference/output/train/155_match_mapped.png,1854.1372656845015,70.98849704270953,[     831.05      728.94      684.05      599.62       426.2      572.93      476.24      653.24      606.02      546.93      559.03      241.37      468.09      403.63      875.15],"[1753, -604]"
"Sheffield United vs. Arsenal Match Report – Monday October 21, 2019",30,Lys Mousset,Sheffield Utd,0.58,3.0,Right Foot,Jack O'Connell,Pass (Live),./image/train/156.png,./inference/cropped/train/156_match_cropped.png,./inference/output/train/156_match_mapped.png,276.14670014323906,-1.8676788394341723,[     431.15      603.37       492.2       129.4      312.08      87.464      217.33      171.01      64.846      95.084      250.58       157.8      206.12],"[-9, 276]"
"Southampton vs. Leicester City Match Report – Friday October 25, 2019",19,Ayoze Pérez,Leicester City,0.07,12.0,Right Foot,Youri Tielemans,Pass (Live),./image/train/157.png,./inference/cropped/train/157_match_cropped.png,./inference/output/train/157_match_mapped.png,230.5558500667463,43.94559549647816,[     331.69      263.79      173.64      96.177      210.64      295.47      89.359      25.612      101.41      159.13      391.15      106.89      50.636      25.239      205.24      191.51],"[160, -166]"
"Southampton vs. Leicester City Match Report – Friday October 25, 2019",39,Ayoze Pérez,Leicester City,0.24,6.0,Right Foot,Ben Chilwell,Pass (Live),./image/train/158.png,./inference/cropped/train/158_match_cropped.png,./inference/output/train/158_match_mapped.png,291.3863414781139,2.950779109006351,[     366.15      346.41      510.13      675.57      266.22      208.97       522.6       142.3      651.15      302.34       354.5      21.932      419.24],"[15, -291]"
"Southampton vs. Leicester City Match Report – Friday October 25, 2019",57,Ayoze Pérez,Leicester City,0.47,10.0,Left Foot,Harvey Barnes,Pass (Live),./image/train/159.png,./inference/cropped/train/159_match_cropped.png,./inference/output/train/159_match_mapped.png,1784.0100896575668,89.80730191653387,[     86.649      342.88      348.89      291.08      211.12      130.91      72.014      52.697      487.58      102.04      251.81      55.027],"[1784, -6]"
"Southampton vs. Leicester City Match Report – Friday October 25, 2019",58,Jamie Vardy,Leicester City,0.47,6.0,Head,Ben Chilwell,Pass (Live),./image/train/160.png,./inference/cropped/train/160_match_cropped.png,./inference/output/train/160_match_mapped.png,2011.014172003768,83.23190703816265,[      282.8      480.02      238.38      277.89      355.42      210.85      351.22      209.25      317.31      207.21      197.19],"[1997, -237]"
"Manchester City vs. Aston Villa Match Report – Saturday October 26, 2019",46,Raheem Sterling,Manchester City,0.41,11.0,Left Foot,Ederson,Pass (Live),./image/train/161.png,./inference/cropped/train/161_match_cropped.png,./inference/output/train/161_match_mapped.png,181.89282558693733,70.07071758581145,[     98.005        51.4      141.24      116.11      328.12       25.06      85.094         229      220.37      629.61],"[171, 62]"
"Manchester City vs. Aston Villa Match Report – Saturday October 26, 2019",65,David Silva,Manchester City,0.09,10.0,Right Foot,Kevin De Bruyne,Pass (Live),./image/train/162.png,./inference/cropped/train/162_match_cropped.png,./inference/output/train/162_match_mapped.png,153.05554547287727,-76.78091509298342,[     551.24      697.13      586.86      330.49      623.14      602.88      585.71      253.75      156.02      258.01      228.04      258.12      355.49      310.64      270.85      220.82      287.45      230.05],"[-149, -35]"
"West Ham United vs. Sheffield United Match Report – Saturday October 26, 2019",44,Robert Snodgrass,West Ham,0.35,17.0,Left Foot,Andriy Yarmolenko,Pass (Live),./image/train/163.png,./inference/cropped/train/163_match_cropped.png,./inference/output/train/163_match_mapped.png,1594.5018030720441,88.56251549802877,[     237.41      264.58      277.86      214.95      14.036      138.75      115.73      37.577       68.68],"[1594, -40]"
"West Ham United vs. Sheffield United Match Report – Saturday October 26, 2019",69,Lys Mousset,Sheffield Utd,0.07,14.0,Right Foot,Enda Stevens,Pass (Live),./image/train/164.png,./inference/cropped/train/164_match_cropped.png,./inference/output/train/164_match_mapped.png,1711.9827686048711,82.41420300946207,[     524.02      159.91      407.75      195.01      416.52      281.14      259.56         272      560.66      68.007      145.12      301.92      119.21      155.54],"[1697, -226]"
"Brighton & Hove Albion vs. Everton Match Report – Saturday October 26, 2019",74.0,Dominic Calvert-Lewin,Everton,0.27,14.0,Left Foot,Mason Holgate,Pass (Live),./image/train/165.png,./inference/cropped/train/165_match_cropped.png,./inference/output/train/165_match_mapped.png,1345.3928794222154,84.41229533657877,[     544.59      425.61      487.99      287.39      143.09      357.12       259.9       139.7       36.62         214      691.18],"[1339, -131]"
"Burnley vs. Chelsea Match Report – Saturday October 26, 2019",56.0,Christian Pulisic,Chelsea,0.15,6.0,Head,Mason Mount,Pass (Live),./image/train/166.png,./inference/cropped/train/166_match_cropped.png,./inference/output/train/166_match_mapped.png,1972.9695892233108,81.84114913871666,[     611.77      390.66      290.39      404.46      320.54      386.19      241.17      398.94      239.01      292.88       286.3      238.21      255.38      334.28],"[1953, -280]"
"Burnley vs. Chelsea Match Report – Saturday October 26, 2019",58.0,Willian,Chelsea,0.07,16.0,Right Foot,Tammy Abraham,Pass (Live),./image/train/167.png,./inference/cropped/train/167_match_cropped.png,./inference/output/train/167_match_mapped.png,1693.1509088087807,83.42064124451392,[     49.336      96.177      220.98      191.42      186.76      134.97      341.33       288.9      292.11      156.28      18.028      204.04],"[1682, 194]"
"Burnley vs. Chelsea Match Report – Saturday October 26, 2019",86.0,Jay Rodriguez,Burnley,0.04,31.0,Right Foot,Robbie Brady,Pass (Live),./image/train/168.png,./inference/cropped/train/168_match_cropped.png,./inference/output/train/168_match_mapped.png,1114.0004488329437,89.94856753669661,[     230.84      333.86      209.62      294.94      182.66      68.469      135.72      173.53      93.295      372.82      453.94],"[1114, 1]"
"Burnley vs. Chelsea Match Report – Saturday October 26, 2019",89.0,Dwight McNeil,Burnley,0.03,25.0,Left Foot,Robbie Brady,Pass (Live),./image/train/169.png,./inference/cropped/train/169_match_cropped.png,./inference/output/train/169_match_mapped.png,1215.2995515509747,83.71707798282705,[     395.99      360.15      435.35      119.36      118.46      288.41      441.57      286.67      238.61      367.77      250.06         258      201.47      247.41      35.171      561.64      87.144      471.66],"[1208, -133]"
"Newcastle United vs. Wolverhampton Wanderers Match Report – Sunday October 27, 2019",37,Jamaal Lascelles,Newcastle Utd,0.15,4.0,Head,Federico Fernández,Pass (Live),./image/train/170.png,,Failed,,,,
"Newcastle United vs. Wolverhampton Wanderers Match Report – Sunday October 27, 2019",73,Jonny Castro,Wolves,0.46,10.0,Right Foot,Adama Traoré,Pass (Live),./image/train/171.png,,Failed,,,,
"Arsenal vs. Crystal Palace Match Report – Sunday October 27, 2019",7,Sokratis Papastathopoulos,Arsenal,0.08,9.0,Right Foot,Granit Xhaka,Pass (Live),./image/train/172.png,./inference/cropped/train/172_match_cropped.png,./inference/output/train/172_match_mapped.png,1862.5681195596578,88.58481747164252,[      215.5      395.13      288.04      188.22      156.85      105.51      138.84      9.4868       116.5      239.48       71.47      246.05      253.16      69.857      77.337],"[1862, 46]"
"Arsenal vs. Crystal Palace Match Report – Sunday October 27, 2019",52,Jordan Ayew,Crystal Palace,0.37,3.0,Head,James McArthur,Pass (Live),./image/train/173.png,./inference/cropped/train/173_match_cropped.png,./inference/output/train/173_match_mapped.png,2142.4268949021343,79.56598529125837,[     768.62       626.1         626      707.05      405.22      446.93      387.62      314.85      528.42      527.55      290.45],"[2107, -388]"
"Liverpool vs. Tottenham Hotspur Match Report – Sunday October 27, 2019",52,Jordan Henderson,Liverpool,0.06,11.0,Left Foot,Andrew Robertson,Pass (Live),./image/train/174.png,./inference/cropped/train/174_match_cropped.png,./inference/output/train/174_match_mapped.png,1911.1635199532247,89.25049043351788,[     493.04      302.32      589.53      286.23      433.46      212.45      408.16      230.42      174.67      144.53      410.18      130.98],"[1911, -25]"
"Norwich City vs. Manchester United Match Report – Sunday October 27, 2019",21,Scott McTominay,Manchester Utd,0.05,16.0,Right Foot,Daniel James,Pass (Live),./image/train/175.png,./inference/cropped/train/175_match_cropped.png,./inference/output/train/175_match_mapped.png,1640.0978629337947,87.90347020329861,[     366.35      266.12      115.43      154.73       124.4      108.08      168.44      240.45      75.472      83.385      31.145      163.53       37.59      131.03      164.79      183.93      235.81],"[1639, -60]"
"Norwich City vs. Manchester United Match Report – Sunday October 27, 2019",30,Marcus Rashford,Manchester Utd,0.42,15.0,Right Foot,Daniel James,Pass (Live),./image/train/176.png,./inference/cropped/train/176_match_cropped.png,./inference/output/train/176_match_mapped.png,1652.3631562099174,85.83532734813406,[     219.27      297.86      385.71      395.63       52.01      521.22      10.296      96.602],"[1648, -120]"
"Norwich City vs. Manchester United Match Report – Sunday October 27, 2019",73,Anthony Martial,Manchester Utd,0.37,5.0,Right Foot,Marcus Rashford,Pass (Live),./image/train/177.png,./inference/cropped/train/177_match_cropped.png,./inference/output/train/177_match_mapped.png,119.21828718783037,18.586926661485908,[     362.11      137.32      254.23       102.8      197.95      172.65      324.57      204.02      22.672],"[38, 113]"
"Sheffield United vs. Burnley Match Report – Saturday November 2, 2019",17.0,John Lundstram,Sheffield Utd,0.31,14.0,Right Foot,Lys Mousset,Pass (Live),./image/train/178.png,./inference/cropped/train/178_match_cropped.png,./inference/output/train/178_match_mapped.png,1837.002449644529,89.90643049225376,[      397.1      287.14      146.33      44.721      252.41      382.01      235.47      126.61      151.64      152.09      218.34      91.236      72.918      104.69      110.45],"[1837, 3]"
"Brighton & Hove Albion vs. Norwich City Match Report – Saturday November 2, 2019",68,Leandro Trossard,Brighton,0.31,5.0,Left Foot,Davy Pröpper,Pass (Live),./image/train/179.png,./inference/cropped/train/179_match_cropped.png,./inference/output/train/179_match_mapped.png,147.57371039585607,-5.053826050064366,[     110.77      287.31      295.18      251.38      145.65      117.64      174.14       238.6      163.36       261.6      42.485      381.49      425.47],"[-13, -147]"
"Aston Villa vs. Liverpool Match Report – Saturday November 2, 2019",87,Andrew Robertson,Liverpool,0.33,4.0,Head,Sadio Mané,Pass (Live),./image/train/180.png,./inference/cropped/train/180_match_cropped.png,./inference/output/train/180_match_mapped.png,1852.572805586868,86.44102856651024,[     292.55      455.27      464.58      127.64      277.91      324.91      225.89      17.464      142.84      48.765      510.91      77.279      545.95      507.47],"[1849, -115]"
"Arsenal vs. Wolverhampton Wanderers Match Report – Saturday November 2, 2019",76,Raúl Jiménez,Wolves,0.13,10.0,Head,João Moutinho,Pass (Live),./image/train/181.png,./inference/cropped/train/181_match_cropped.png,./inference/output/train/181_match_mapped.png,1886.7116896865828,85.16574424113244,[     249.71      365.01      559.56      376.09      256.82      251.33      589.04      343.89         419      147.76      409.54      153.22      144.27],"[1880, -159]"
"West Ham United vs. Newcastle United Match Report – Saturday November 2, 2019",16,Ciaran Clark,Newcastle Utd,0.22,7.0,Head,Joelinton,Pass (Live),./image/train/182.png,./inference/cropped/train/182_match_cropped.png,./inference/output/train/182_match_mapped.png,1633.126143321452,86.45430390607395,[     229.73      26.833      231.32      86.128      214.24      76.026      104.06       369.2      261.86      243.94      314.34      197.95         174      157.69      207.47      206.61      328.69],"[1630, 101]"
"West Ham United vs. Newcastle United Match Report – Saturday November 2, 2019",22,Federico Fernández,Newcastle Utd,0.04,13.0,Head,Jetro Willems,Pass (Live),./image/train/183.png,./inference/cropped/train/183_match_cropped.png,./inference/output/train/183_match_mapped.png,1540.931211962429,86.46541455625437,[     381.54      229.94      255.67      134.72       121.2      283.11      95.635      184.57      179.08         323      282.87      173.11],"[1538, -95]"
"West Ham United vs. Newcastle United Match Report – Saturday November 2, 2019",90,Robert Snodgrass,West Ham,0.06,18.0,Left Foot,Manuel Lanzini,Pass (Live),./image/train/184.png,./inference/cropped/train/184_match_cropped.png,./inference/output/train/184_match_mapped.png,1794.0471008309676,81.21498820861831,[     594.08      273.25       214.9      136.12      51.624      62.968      306.43      97.268      143.13      163.87      305.19      189.89      345.97       298.2],"[1773, -274]"
"Manchester City vs. Southampton Match Report – Saturday November 2, 2019",70,Sergio Agüero,Manchester City,0.36,10.0,Right Foot,Kyle Walker,Pass (Live),./image/train/185.png,./inference/cropped/train/185_match_cropped.png,./inference/output/train/185_match_mapped.png,315.86864358463947,-39.99136948278862,[        746      638.46      513.37      527.33      517.73         325      342.15      402.24      735.62      493.55      226.79      424.24      437.01      358.37      203.16      412.41      293.16       251.1      394.82],"[-203, -242]"
"Manchester City vs. Southampton Match Report – Saturday November 2, 2019",86,Kyle Walker,Manchester City,0.4,10.0,Left Foot,Phil Foden,Pass (Live),./image/train/186.png,./inference/cropped/train/186_match_cropped.png,./inference/output/train/186_match_mapped.png,233.4180798481557,-70.47826972407981,[     513.87      421.28      697.06      327.94      342.61      389.49      691.49      656.47      354.15      351.29      415.27      264.37      263.76      309.67      345.22      258.13       614.5],"[-220, -78]"
"Watford vs. Chelsea Match Report – Saturday November 2, 2019",5,Tammy Abraham,Chelsea,0.37,17.0,Right Foot,Jorginho,Pass (Live),./image/train/187.png,,Failed,,,,
"Watford vs. Chelsea Match Report – Saturday November 2, 2019",55,Christian Pulisic,Chelsea,0.72,4.0,Right Foot,Tammy Abraham,Pass (Live),./image/train/188.png,./inference/cropped/train/188_match_cropped.png,./inference/output/train/188_match_mapped.png,53.150729063673246,41.185925165709655,[      386.2      179.78         213      157.92       196.7      142.35       152.4      55.317      403.87      33.106      22.361      234.69],"[35, -40]"
"Crystal Palace vs. Leicester City Match Report – Sunday November 3, 2019",88,Jamie Vardy,Leicester City,0.11,14.0,Left Foot,Demarai Gray,Pass (Live),./image/train/189.png,,Failed,,,,
"Everton vs. Tottenham Hotspur Match Report – Sunday November 3, 2019",90+7,Cenk Tosun,Everton,0.31,8.0,Head,Lucas Digne,Pass (Live),./image/train/190.png,./inference/cropped/train/190_match_cropped.png,./inference/output/train/190_match_mapped.png,1901.0263017643917,89.69860467632088,[     558.07      284.34      557.94      393.07      256.63      313.43      293.62      206.96       196.7      778.46      193.21],"[1901, -10]"
"Chelsea vs. Crystal Palace Match Report – Saturday November 9, 2019",52,Tammy Abraham,Chelsea,0.45,9.0,Right Foot,Willian,Pass (Live),./image/train/191.png,./inference/cropped/train/191_match_cropped.png,./inference/output/train/191_match_mapped.png,1747.0732669238575,89.47526797829858,[     455.86      317.09      181.11      308.06      174.03          65      239.15      296.49      30.806      161.15      80.131       557.4],"[1747, -16]"
"Southampton vs. Everton Match Report – Saturday November 9, 2019",75.0,Richarlison,Everton,0.34,8.0,Left Foot,Djibril Sidibé,Pass (Live),./image/train/192.png,./inference/cropped/train/192_match_cropped.png,./inference/output/train/192_match_mapped.png,400.67068772247364,40.64782612869417,[     85.796      299.95      486.69      70.711      194.44],"[261, 304]"
"Burnley vs. West Ham United Match Report – Saturday November 9, 2019",11,Ashley Barnes,Burnley,0.56,3.0,Right Foot,James Tarkowski,Pass (Live),./image/train/193.png,,Failed,,,,
"Burnley vs. West Ham United Match Report – Saturday November 9, 2019",44,Chris Wood,Burnley,0.32,11.0,Left Foot,Dwight McNeil,Pass (Live),./image/train/194.png,,Failed,,,,
"Newcastle United vs. Bournemouth Match Report – Saturday November 9, 2019",14,Harry Wilson,Bournemouth,0.06,14.0,Left Foot,Ryan Fraser,Pass (Live),./image/train/195.png,./inference/cropped/train/195_match_cropped.png,./inference/output/train/195_match_mapped.png,1105.1153785917559,75.1086591358068,[     128.13      472.47       676.7      858.81      386.39      1343.6      565.15      378.86      676.05      559.05      599.96      1059.4      209.06      439.56      709.48      562.54],"[1068, 284]"
"Tottenham Hotspur vs. Sheffield United Match Report – Saturday November 9, 2019",58,Son Heung-min,Tottenham,0.37,9.0,Right Foot,Harry Kane,Pass (Live),./image/train/196.png,./inference/cropped/train/196_match_cropped.png,./inference/output/train/196_match_mapped.png,1754.4586059522749,85.9143832200252,[     209.31      96.664      305.27      119.25       160.7      264.09      118.34      117.72      24.597      180.54       182.1      44.777      17.205      183.41],"[1750, 125]"
"Tottenham Hotspur vs. Sheffield United Match Report – Saturday November 9, 2019",78,George Baldock,Sheffield Utd,0.04,18.0,Right Foot,David McGoldrick,Pass (Live),./image/train/197.png,./inference/cropped/train/197_match_cropped.png,./inference/output/train/197_match_mapped.png,170.84788555905513,-5.710593137499642,[     317.86      255.12      151.22      118.21      106.79      269.46       492.2      141.15      185.24      227.16      174.06      174.73],"[-17, -170]"
"Leicester City vs. Arsenal Match Report – Saturday November 9, 2019",68.0,Jamie Vardy,Leicester City,0.28,13.0,Right Foot,Youri Tielemans,Pass (Live),./image/train/198.png,./inference/cropped/train/198_match_cropped.png,./inference/output/train/198_match_mapped.png,173.27723451163456,80.70075831793662,[     121.49      128.32      155.55      273.85      389.46      58.898      330.93      337.38      204.69      158.09      18.358      174.07      180.07      141.55      170.24],"[171, 28]"
"Leicester City vs. Arsenal Match Report – Saturday November 9, 2019",75.0,James Maddison,Leicester City,0.05,22.0,Right Foot,Jamie Vardy,Pass (Live),./image/train/199.png,./inference/cropped/train/199_match_cropped.png,./inference/output/train/199_match_mapped.png,361.95717978788593,56.83677536786274,[     286.31      149.16      44.045      13.038      225.59      299.05      116.66      133.06       94.26      284.79      124.92         250],"[303, 198]"
"Manchester United vs. Brighton & Hove Albion Match Report – Sunday November 10, 2019",17,Andreas Pereira,Manchester Utd,0.08,15.0,Left Foot,Anthony Martial,Pass (Live),./image/train/200.png,./inference/cropped/train/200_match_cropped.png,./inference/output/train/200_match_mapped.png,236.57768280207665,63.651566995033015,[        182      261.77      22.804      77.801       276.6      127.14      82.201      277.62      267.66      149.97],"[212, 105]"
"Manchester United vs. Brighton & Hove Albion Match Report – Sunday November 10, 2019",66,Marcus Rashford,Manchester Utd,0.36,13.0,Right Foot,Anthony Martial,Pass (Live),./image/train/201.png,./inference/cropped/train/201_match_cropped.png,./inference/output/train/201_match_mapped.png,1695.097932274121,87.93770184547884,[     146.77      270.84      176.62      182.47      40.608      156.11       225.8      25.298      229.94      199.15      171.47      80.324],"[1694, -61]"
"Wolverhampton Wanderers vs. Aston Villa Match Report – Sunday November 10, 2019",84,Raúl Jiménez,Wolves,0.11,16.0,Right Foot,Adama Traoré,Pass (Live),./image/train/202.png,./inference/cropped/train/202_match_cropped.png,./inference/output/train/202_match_mapped.png,1653.0245007258663,89.68804784013984,[     195.74      223.89      287.08         218      63.008      159.45      127.99      105.21      201.07      24.166      111.99],"[1653, -9]"
"Liverpool vs. Manchester City Match Report – Sunday November 10, 2019",6,Fabinho,Liverpool,0.03,29.0,Right Foot,Andrew Robertson,Pass (Live),./image/train/203.png,./inference/cropped/train/203_match_cropped.png,./inference/output/train/203_match_mapped.png,437.2482132610721,73.3886134094328,[     96.519      192.77      440.78      290.33      24.207       228.4      235.21      283.99      178.36      152.12      172.05      254.68      334.07      216.06      148.07],"[419, 125]"
"Liverpool vs. Manchester City Match Report – Sunday November 10, 2019",13,Mohamed Salah,Liverpool,0.17,11.0,Head,Andrew Robertson,Pass (Live),./image/train/204.png,./inference/cropped/train/204_match_cropped.png,./inference/output/train/204_match_mapped.png,200.0399960007998,11.534620653644717,[     516.94      611.36       391.7      584.79      682.03      492.47      369.82      273.86      150.34      172.96       147.3      132.28],"[40, -196]"
"Liverpool vs. Manchester City Match Report – Sunday November 10, 2019",51,Sadio Mané,Liverpool,0.34,3.0,Head,Jordan Henderson,Pass (Live),./image/train/205.png,./inference/cropped/train/205_match_cropped.png,./inference/output/train/205_match_mapped.png,1912.1749396956336,84.08666466831559,[     471.61      662.08       356.2      552.88      427.18      481.95      387.77      669.12      704.56      277.14      154.16      200.94       190.1],"[1902, -197]"
"Liverpool vs. Manchester City Match Report – Sunday November 10, 2019",78,Bernardo Silva,Manchester City,0.05,15.0,Left Foot,Raheem Sterling,Pass (Live),./image/train/206.png,./inference/cropped/train/206_match_cropped.png,./inference/output/train/206_match_mapped.png,255.9472601924076,61.53246683398573,[     435.97      228.11      369.38      284.36      227.26      121.49      273.91      237.49      187.88       122.2       181.8      15.264       269.9      94.515      365.64      260.35      163.53],"[225, -122]"
"West Ham United vs. Tottenham Hotspur Match Report – Saturday November 23, 2019",36,Son Heung-min,Tottenham,0.23,11.0,Left Foot,Dele Alli,Pass (Live),./image/train/207.png,./inference/cropped/train/207_match_cropped.png,./inference/output/train/207_match_mapped.png,10.44030650891055,73.30075576600638,[     361.01      374.25      373.01      320.09      407.71      117.21      180.09      202.28      265.88       168.6      146.58      80.895      34.176      544.39],"[10, 3]"
"West Ham United vs. Tottenham Hotspur Match Report – Saturday November 23, 2019",43,Lucas Moura,Tottenham,0.68,5.0,Left Foot,Son Heung-min,Pass (Live),./image/train/208.png,./inference/cropped/train/208_match_cropped.png,./inference/output/train/208_match_mapped.png,70.21395872616783,79.33021719550335,[     189.28      301.53      357.22      181.89         146      454.14      441.28      94.594      42.059      62.032      251.77      477.05      204.53],"[69, 13]"
"West Ham United vs. Tottenham Hotspur Match Report – Saturday November 23, 2019",49,Harry Kane,Tottenham,0.27,8.0,Head,Serge Aurier,Pass (Live),./image/train/209.png,./inference/cropped/train/209_match_cropped.png,./inference/output/train/209_match_mapped.png,1812.0896776925804,87.24812194865957,[     444.84      310.62      198.88      230.93      527.47      87.476      635.04      94.795      202.59      671.05      83.726],"[1810, -87]"
"West Ham United vs. Tottenham Hotspur Match Report – Saturday November 23, 2019",73,Michail Antonio,West Ham,0.07,16.0,Right Foot,Mark Noble,Pass (Live),./image/train/210.png,./inference/cropped/train/210_match_cropped.png,./inference/output/train/210_match_mapped.png,206.34194920083507,81.35939358617604,[     404.55       390.9      163.62      248.65      199.14      61.131      260.54      33.242      171.83       133.3      156.82      215.93       161.2       29.53       584.2      136.69      517.51],"[204, -31]"
"Crystal Palace vs. Liverpool Match Report – Saturday November 23, 2019",49,Sadio Mané,Liverpool,0.08,14.0,Left Foot,Andrew Robertson,Pass (Live),./image/train/211.png,./inference/cropped/train/211_match_cropped.png,./inference/output/train/211_match_mapped.png,1734.4385258636294,88.71155782735092,[     259.83      194.54      110.65      74.431       80.61      84.865       263.6      47.202      76.236         118      144.78],"[1734, -39]"
"Crystal Palace vs. Liverpool Match Report – Saturday November 23, 2019",82,Wilfried Zaha,Crystal Palace,0.08,13.0,Right Foot,Andros Townsend,Pass (Live),./image/train/212.png,./inference/cropped/train/212_match_cropped.png,./inference/output/train/212_match_mapped.png,74.95331880577403,13.109208198154294,[     576.42      290.99       314.4      392.94         183      162.15      434.37      344.05      309.74      138.05      331.23      184.07      141.53      166.19      49.041      124.33      200.74],"[17, -73]"
"Arsenal vs. Southampton Match Report – Saturday November 23, 2019",90+6,Alexandre Lacazette,Arsenal,0.65,5.0,Right Foot,Pierre-Emerick Aubameyang,Pass (Live),./image/train/213.png,./inference/cropped/train/213_match_cropped.png,./inference/output/train/213_match_mapped.png,233.94443784796422,-84.84991766198024,[     514.87      636.79      441.44      430.06      523.52      314.22      306.67      373.63      295.92      270.09      268.79       279.3      318.18      237.12],"[-233, -21]"
"Bournemouth vs. Wolverhampton Wanderers Match Report – Saturday November 23, 2019",31,Raúl Jiménez,Wolves,0.2,8.0,Left Foot,Adama Traoré,Pass (Live),./image/train/214.png,./inference/cropped/train/214_match_cropped.png,./inference/output/train/214_match_mapped.png,1831.0655367845247,83.6978188374194,[     417.39      68.154      339.94      170.85      222.69       161.9      296.33       25.06      74.686      162.69      291.76],"[1820, -201]"
"Everton vs. Norwich City Match Report – Saturday November 23, 2019",55,Todd Cantwell,Norwich City,0.37,13.0,Right Foot,Teemu Pukki,Pass (Live),./image/train/215.png,./inference/cropped/train/215_match_cropped.png,./inference/output/train/215_match_mapped.png,194.17775361765828,61.71922880922541,[     101.53      257.65      239.64      172.39      135.35      19.723      71.512],"[171, -92]"
